text,label_class,label
不小心夹到手指手指红肿,其他,12
平时消化功能正常，食欲也很好！但是肚子就是每天很涨！饿的时候也是！已经三四天了！请问这是怎么回事？,临床表现(病症表现),3
结婚一年多了一直没注意这几天发现阴道口感觉有颗粒状的东西是尖锐湿疣吗？,临床表现(病症表现),3
那怎么确诊是不是尖锐湿疣呢？我现在在用洗液和康复凝胶去看了大夫，建议我，一直用药大夫说不像尖锐湿疣！,相关病症,4
"尿频,尿痛,尿不尽是怎么回事",病因,1
不手术怎么治疗痔疮？,治疗方法,5
肺部钱骨突出伴走疼痛,临床表现(病症表现),3
肛瘘手术后大便便不出来怎么办?,治疗方法,5
便秘，大便有异物脱出不能复位须手推回，检查为混合痔和直肠脱出如何治疗？,治疗方法,5
婴儿吃啥牌子鱼肝油好呢？有没有宝妈从香港买鱼肝油给宝宝吃的呢？什么牌子的好？,其他,12
吃鱼肝油好还是ad滴剂呢？麻烦给家里宝宝吃过的姐妹们，跟我说说吧。,其他,12
大便出血！便中没带血，擦拭才有血！屁股不痛不痒！需要去医院，已经3天了！,其他,12
病变？是不是需要进一步治疗？,其他,12
是自身有问题吗？还是被感染造成的，有可以更好的控制这种的药物？,其他,12
你好，来士普草酸艾司西酞普兰片在什么时候吃比较好？请说明一下。,禁忌,9
请问月经不调有何不良影响？,其他,12
您好，我尿路有点感染到了，请问一下氧氟沙星胶囊孕妇可以吃吗？,治疗方法,5
过敏性哮喘怎么治，能去根吗,治愈率,8
嘴巴边上的骨头有声音，在平常的生活当中应该注意哪些呢？,其他,12
两岁半的小孩肠胃怎么调养,其他,12
病人长期患有支气管扩张，浓绿色黄痰且排痰困难十几年。,临床表现(病症表现),3
经常尿不尽，已有两年，尿完后，老觉得肚子憋尿，没尿尽，请问医生需要做啥检查，,治疗方法,5
睡觉时间多少小时合适14岁,其他,12
幽门狭小的孩子是一开始就吐奶吗？,病因,1
东大肛肠治痣疮怎么样？乘车路线是什么,其他,12
心悸早搏是什么感觉,定义,0
脑路瘀阻，中风偏瘫，心脉瘀阻，胸痹心痛，之前经常熬夜生物钟完全混乱，熬夜上火感冒身体不适。,临床表现(病症表现),3
不痛不痒，但感觉扭头有点不方便。,临床表现(病症表现),3
过段时间会恢复正常吗？频发室性早博是怎么回事频发室性早博是怎么回事,治疗方法,5
痔疮膏哪个好,其他,12
三周半孩子大便带血是什么原因引起的，,病因,1
顽固性强迫症怎么治疗,治疗方法,5
成都治疗便秘好的肛肠医院便秘吃什么最快排便,治疗方法,5
女，血管痉挛性头痛，有几个月的时间了，买了药吃，但是没有什么效果就是了，还是会很痛的。,治疗方法,5
小便次数多是怎么回事呢？,临床表现(病症表现),3
阜阳癫痫康复治疗中心？？我邻居家小孩突然就倒在地上了，吓我一跳，这是癫痫么，癫痫的早期症状都有哪些啊？治疗的费用是多少？,其他,12
请问外阴两边靠大腿的地方有红小包有些痒怎么回事？,病因,1
我想请问一下，左输尿管下端膀胱入口有个4MM*5MM,临床表现(病症表现),3
"为什么会有""十男九痔""的说法",其他,12
咳嗽两个月了没好，输液吃药都没好,病因,1
我前段时候极度乏力，还便秘。去医院检查是甲亢，而且我总感觉我得了甲亢性心脏病了，总是心悸，请问，甲亢会导致室性早搏吗？,相关病症,4
我患有结核性脑膜炎现在颅内压正常不知道为什么发烧反复。,病因,1
咋样防范妊娠合并慢性肾上腺皮质功能减退,预防,2
长痔疮有什么症状,相关病症,4
我又肺部有疼痛感，几天以后又复发，什么情况,临床表现(病症表现),3
爷爷是糖尿病患者，可以用铁皮枫斗胶囊来治疗吗？多久可以见效？,其他,12
我朋友家的孩子从出生的时候身上就有血管瘤，孩子的血管瘤面积很小，一直没有给他治疗，血管瘤长得并不快，内蒙古婴儿长血管瘤可以治疗么？,治愈率,8
那怎么确诊是不是尖锐湿疣呢？我现在在用洗液和康复凝胶去看了大夫，建议我，一直用药大夫说不像尖锐湿疣！,临床表现(病症表现),3
请问同房出血怎么回事？,其他,12
三七脂肝丸可以治疗高血脂吗？还会不会留下什么后遗症啊？,其他,12
咳嗽一段时间了打针吃药也不起作用每晚咳得想死整晚整晚的咳睡不了觉,相关病症,4
请问近期多次月经失调什么原因？,病因,1
血塞通分散片的副作用大不大呢？一般治疗心绞痛的药物副作用都是挺多的。,病因,1
大腿膝盖疼膝盖上面也疼有时胳膊也疼,临床表现(病症表现),3
请教一下解释解释糖原累积症的定义,定义,0
阴囊上长了些不明颗粒，这是不是尖锐湿疣啊？,定义,0
大便出血下腹坠涨，几天又好了。,临床表现(病症表现),3
请问阴毛稀疏怎么回事？,病因,1
小孩反反复复感冒，流鼻涕，有一段时间了还是没有好的病情呢？,治疗方法,5
姨妈推迟的话，去医院看需要看下面么！,其他,12
肺性脑病病因是什么,病因,1
请问阴部有一黄豆粒大的包是怎么回事？,临床表现(病症表现),3
2个月婴儿得了血管瘤，血管瘤长在孩子的身上，有明显的凸起，内蒙古婴儿的血管瘤在医院找哪个科？,所属科室,6
我晚上总磨牙，我觉得是缺钙，请问如何治疗啊,治疗方法,5
高血压要注意哪些？,禁忌,9
请问阴道两侧长毛怎么办？,临床表现(病症表现),3
咳诉，晚上睡不着，体弱,治疗方法,5
您好，我和我老公都是O型血，我家孩子有黄疸，出生14天了，黄疸还没有下去,治疗方法,5
我有两小孩，都有过妊娠高血压，现在三十八岁了，能再怀孕吗,其他,12
心悸会消瘦吗,其他,12
请问卵子有的小影响正常怀孕吗？,其他,12
我家宝宝最近夜里大脑好像不休息,病因,1
右胸痛不在胸口在右侧,病因,1
请问得了腺样囊性癌治好要多久,治疗时间,11
我想请问一下，喝水正常但排尿次数很多是怎么回事,临床表现(病症表现),3
复方丹参片能治眼花吗，这个病能用点什么来调理一下。,其他,12
孩子大便脱肛是怎么回事,病因,1
5周前有过高危行为，请问医生龟头下端的白色点点是尖锐湿疣吗？,临床表现(病症表现),3
二尖瓣及肺动脉瓣少量反流,病因,1
慢阻肺能治好吗？该怎么治疗？,其他,12
山菇娘泡水喝能降血压吗,其他,12
遗传性压力易感性周围神经病怎么回事,定义,0
请问得了腹痛病症是啥,临床表现(病症表现),3
打扰问一下眶假瘤可以治好吗,治愈率,8
"宝宝躺着屁股了,正好肛门附近,,总是烂怎么办",治疗方法,5
想要更好的控制病情用的，我已经服用该药有一个礼拜的时间了，感觉我的血压好像还是有点高。,其他,12
心慌心悸胸闷有什么喷剂,治疗方法,5
留鼻涕是透明，经常打喷嚏是怎么一回事,临床表现(病症表现),3
我老公，勃起时候阴茎不粗只有25厘米的直径，长度只有13厘米该服用那种药物,其他,12
妈妈是甲状腺机能亢进患者，可以用酒石酸美托洛尔缓释片治疗吗？效果怎么样？,其他,12
冻疮治疗周期？,治疗时间,11
糖尿病人能吃天王补心丸吗？我想知道能不能服用的呢？,禁忌,9
我的肠炎对要小孩有影响没有？会,其他,12
学习压力比较大，老是失眠睡不着，有什么方法可以缓解？,治疗方法,5
内痔疮怎么治疗？需要多少钱？,其他,12
孕妇失眠吃什么食物好呢？我这段时间失眠好厉害的，晚上很难才能睡着的。,治疗方法,5
请问想知道孩子在学习的情况的情况怎么办？要不要打电话问问老师？要是不听话该怎么办啊？,其他,12
小孩胃肠炎.,临床表现(病症表现),3
妊娠期心脏病做啥检查,化验/体检方案,10
就是坐骨神经痛导致行走不便，我想问问有没有其实效果好点的药物治疗啊？,治疗方法,5
儿子患了直肠脱垂，没有血，内服外敷五倍子没效，越来越严重，5厘米伴血，肛门有水外漏，如何治疗？,治疗方法,5
屁眼长痔疮，吃什么药怎么解决,治疗方法,5
我姨妈来了，现在肚子好痛，怎么办,治疗方法,5
腿抽筋，消化不好容易支原体发炎，好烦恼，应该怎么治疗呢？,治疗方法,5
如果得了淋病合并症精囊炎看什么医生,所属科室,6
请问德巴金丙戊酸钠缓释片的成分是什么，对于癫痫有改善作用吗,其他,12
我家宝宝这几天有点拉肚子是不是和喝母乳又喝牛奶又喝羊奶有关,其他,12
心脏血管瘤能治愈吗,治疗方法,5
你好，麻烦问一下癫痫性精神障碍治疗几天,治疗时间,11
问一下膝关节创伤性滑膜炎可以看啥科室,所属科室,6
治疗支气管扩张的最好方法是什么?,治疗方法,5
你好医生，头晕.肌无力.胆固醇高.用什么药，谢谢,治疗方法,5
请教一下能否介绍一下腹壁间疝是啥？,定义,0
消化不好拉肚子怎么办,治疗方法,5
弥漫性轴索损伤要做哪些检查,化验/体检方案,10
肚子胀，吃奶少,临床表现(病症表现),3
肛裂用什么药,治疗方法,5
肚脐突然疼痛怎么回事,病因,1
请问来士普和舒必利的适应症分别是什么可以给我介绍一下嘛,临床表现(病症表现),3
有的时候感觉胸口赌的晃，请问有什么办法可以治疗？这是什么病？,其他,12
股骨颈骨折术后六个月，开始双拐，现在单拐一段时间，如果不用拐为什么感觉两个腿走路不平衡,临床表现(病症表现),3
岩骨斜坡脑膜瘤日常要注意什么,禁忌,9
小便的时候有刺痛感。是怎么回事？,病因,1
问一下多源性房性心动过速临床表现,临床表现(病症表现),3
髂静脉压迫综合征会传给孕妇吗,传染性,7
由于内分泌失调吃了很多逍遥丸，而且脸上长了很多痘痘，很多油痘痘呈现红色。,治疗方法,5
阴茎短小，房事力不从心。,其他,12
小孩牙床全肿，不吃饭，有时还出血！！,临床表现(病症表现),3
你好，我心脏一阵一阵酥酥的感觉，请问是啥情况？,病因,1
可拉明中毒会传给孕妇吗,传染性,7
失眠症，闭上眼就像是放电影一样的啊太难受了,临床表现(病症表现),3
臀部护理是不是应该有什么步骤和用品呢？都应该怎么进行？,治疗方法,5
心悸能做无痛胃肠镜吗,禁忌,9
咋抵制外阴乳头状瘤,预防,2
哺乳期可以吃五维赖氨酸颗粒嘛,治疗方法,5
如果得了胎肥治好得多少年,治疗时间,11
请问，胃胀气怎么办。,治疗方法,5
宝宝这两天大便总拉一点,病因,1
肛裂出血液，有血块，肛门痛。,定义,0
尿血有哪些药是可以对该病情能有效治疗的？,治疗方法,5
月经结束后3天会怀孕吗？,其他,12
左臂剧烈痛是心绞痛吗,病因,1
小孩心率不齐严重吗？,病因,1
这段时间走几步路感觉都是气喘嘘嘘的，还经常会出现呼吸不畅的问题，去检查发现是有肺炎，请问间质性肺炎好治么？,治愈率,8
阜阳癫痫康复治疗中心？？我邻居家小孩突然就倒在地上了，吓我一跳，这是癫痫么，癫痫的早期症状都有哪些啊？治疗的费用是多少？,其他,12
痔疮，不严重，脱出了，不流血，不疼不痒，打针费用多少？多久治愈？治愈后患处和以前有什么不一样？,其他,12
宝宝肚子大，有问题吗？,其他,12
左腋下淋巴结疼痛，持续了4天，拍了胸片没事，但是傍晚又开始一直咳嗽了，而且干咳,临床表现(病症表现),3
你好！我是67岁多年的风心病患者，从07年出现症状，犯病时就是心动过速,相关病症,4
小儿脊髓肿瘤要做哪些检查,化验/体检方案,10
手上血管瘤怎么治,治疗方法,5
早搏占30用稳心颗粒，可以吗？服用之后副作用的反应也不一样吗?,其他,12
如何做避开绿猴病,预防,2
氨苄西林胶囊7岁半的儿童可以服用吗?用量是多少适合服用吗,其他,12
打扰问一下慢性肾上腺皮质功能减退症会传给孕妇吗,传染性,7
脚扭伤了，肿好大，而且疼的厉害，要怎么办,临床表现(病症表现),3
医生没说什么，只是拿了这个药,其他,12
腹泻，疼痛，肠镜检查结果为乙状结肠炎、直肠炎，有什么有效的治疗方法吗,治疗方法,5
我脸上长满了痘，背上胸前也有，中药也喝过，西药也吃了，不过都是没有作用，夏天就是一到都是大量的。,其他,12
宝宝出生12天，黄疸未退，吃得少，是黄疸造成的吗？？急!,病因,1
近期有复发的迹象，朋友说要预防中风的话可以吃多肽,治疗方法,5
请教一下外阴硬化性苔藓易发人群是哪些人,传染性,7
医生好，我今天体检空腹血糖5.86，我之前从未这么高，是否可以说是糖尿病前期？该该注意什么，谢谢,其他,12
朋友最近服用盐酸普拉克索片这个药，帕金森疾病主要症状是什么呢？服用盐酸普拉克索片能改善吗？,其他,12
母乳宝宝会便秘吗？？,临床表现(病症表现),3
气管肿瘤是什么病,定义,0
前段时间我们邻居因为急性心肌梗塞住院了。我爸说他最近也感觉心绞痛，我想知道急性心肌梗塞怎么急救？,治疗方法,5
尿路感染会引起妇科病吗,相关病症,4
"孕吐,喝水都吐,有时候都吐血,",病因,1
原发性腹膜炎怎么办,治疗方法,5
孕妇可以用牙膏涂肛门吗,禁忌,9
肛裂用坐浴吗？,禁忌,9
老年人正常压力脑积水可以怎么诊断,病因,1
大便出血什么原因造成的,病因,1
慢阻肺怎么办，该怎么治疗,其他,12
心绞痛会放射到喉咙和气管吗,临床表现(病症表现),3
女55岁，心脏扩大，心衰，是要怎样才能缓解我的症状？,治疗方法,5
刚刚吃五片三唑仑会有生命危险吗。平时会莫名其妙的焦虑。,其他,12
我想问一下尿分叉是什么原因引起的，应该怎么治疗好？,其他,12
强迫症怎么来的,病因,1
打扰问一下曲霉球要检查啥项目？,化验/体检方案,10
孕妇使用奥美拉唑肠溶胶囊后,其他,12
引产后需要休息多长时间？,治疗时间,11
打扰问一下男性不育症要治几多时间,治疗时间,11
一个月前肛门长了两个小肉粒，现在数量增多，质地较硬，不痛不痒的，请问是不是尖锐湿疣呢?,临床表现(病症表现),3
你好，治疗抑郁症，请问，百适可草酸艾司西酞普兰片可长期吃吗？,禁忌,9
你好，我想请问一下，老感觉排尿未尽有血丝是尿道感染吗？谢谢。,临床表现(病症表现),3
大腿内侧疼痛小便解不出,其他,12
解脲支原体和解脲脲原体一样吗？？,其他,12
请问子宫肌瘤盆腔囊肿该怎么治疗？,治疗方法,5
"小孩为什么醒了以后,全身老用力挣还吐奶",病因,1
直肠粘膜内脱垂如何治疗？,治疗方法,5
请问医生，大便出血是怎么引起的,病因,1
得了慢性肺气肿。不喘也不咳。只感觉胸闷。吃多了荔枝和辣椒，第二天开始就有咳嗽。,临床表现(病症表现),3
灼性神经痛要做哪些检查,化验/体检方案,10
早上起来总是咳嗽，都有一两个月了，是不是慢性支气管炎啊?,临床表现(病症表现),3
我是肺结核病人，现在吃抗结核药快四个月了，身体无任何症状，现在需要办理健康证可以吗,其他,12
肛门口，阴囊附近，就是大腿根部，两腿之间，长了很多小肉牙，有一个月时间了,其他,12
医生给开了一瓶碘溶液，让清洗阴茎，然后带着银戒指清洗的，请问这样对阴茎有什么危害吗？,其他,12
有长时间吃维生素C的泡腾片，之后停药没吃了之后就有头痛还有些呕吐的症状，应该要怎么办,治疗方法,5
在么？就是总是打嗝，然后大便黑绿色，怎么回事呢,病因,1
是有段时间了的，有没有什么办法可以帮到我啊？膀胱结石,治疗方法,5
产后发现尿失禁怎么办？,治疗方法,5
胸痛，别无症状，ct没有事，心电图没事，血常规没,病因,1
孕妇得了痔疮能顺产吗,治疗方法,5
我就是总感觉这个胸胀，感觉到身体不舒服，胸胀是要来月经还是怀孕？,化验/体检方案,10
最近上火鼻子呼出的气都是热的，头痛吃了莲花清瘟还应该吃点什么消炎药，谢谢,治疗方法,5
大肠癌的常规检查方法有哪些,治疗方法,5
如果得了亚健康要做什么化验治疗吗,化验/体检方案,10
高血压会引起心慌吗,临床表现(病症表现),3
我现在21岁情感性精神障碍一次吃利培酮三片还是有幻觉听见一...,其他,12
咋样避开鼻瓣区狭窄,预防,2
夏季流清鼻涕吹风扇流得更多,病因,1
用高锰酸钾溶液清洗一天后，蹲下做事情的时候小鸡有点疼，站着就没事。怎么回事,病因,1
心肌缺血时心电图有什么变化？,其他,12
腰在上星期扭伤的涂了红花油也吃了止痛药之类的但现在还没有好后面还是有淤青血块之类的怎么办,临床表现(病症表现),3
长时间流鼻涕，打喷嚏一连好几次。有的时候早上起来鼻腔会很痛，还会有一点点血。是怎么回事,病因,1
产后偏头痛怎么办？可以吃什么药或其他什么偏方呢？,治疗方法,5
查出血糖高连续三个月学堂一直维持8左右没降下来，有时候饭后的就是会变的更加的高了。,病因,1
什么方法能躲避医源性多毛症,预防,2
请问丘脑胶质瘤症状是什么,临床表现(病症表现),3
，我这两天小肚子有些痛，小便有点急,临床表现(病症表现),3
外阴长小水泡，又痒又痛，水泡破了之后就是刺痛，请问是得了生殖器疱疹嘛？这个会传染给家里的孩子吗？谢谢！,其他,12
膝盖下面的骨头疼，拍片说没事，可是一直会疼给这个问题一直困扰着呢？希望可以得到解决,临床表现(病症表现),3
前段时间总感觉龟头很痒，起了好多小水泡泡，之前以为就是湿疹。可是后来上医院检查发现不是，是叫尖锐湿疣的性病请问尖锐湿疣这个疾病到底能不能治愈呢？,治愈率,8
左胸不舒服，可能是什么原因？,临床表现(病症表现),3
我该怎样躲避过敏性结膜炎,预防,2
脑梗患者能吃鱼肝油、海狗油吗？该患者并有糖尿病,禁忌,9
请问肠炎病人吃有什么比较好？,治疗方法,5
前几天突然呼吸困难，到医院检查说肺部发炎，这住院几天肺部没事了又成了胃，好像肚子里有一团气一样鼓鼓的，请问怎么回事？,相关病症,4
你好，有个病人刚刚做完脑出血手术，回家后感觉鼻孔老有痰，进入喉咙，请问是怎么回事,病因,1
心绞痛的症状是什么引起的,定义,0
我想问一下我妈在服用盐酸氟桂利嗪胶囊，可以同时给他补点钙么？,禁忌,9
你好老师，之前同房后会有点小腹不舒服，然后就去拿的妇炎康胶囊，吃了两天下面有点褐色分泌物,病因,1
你好！常见的肾结石的病因有那些？,病因,1
你好，麻烦问一下喉淀粉样变化验什么啊,化验/体检方案,10
你好、请问吃了虾之后可以三精喝葡萄糖酸钙吗你好、请问吃了虾之后可以喝三精葡萄糖酸钙吗？你好,禁忌,9
脑膜脑炎是如何引起的？,病因,1
长期肩和脖子疼是心绞痛吗,病因,1
冒昧问一下解释一下Q热肺炎介绍,定义,0
中医治疗失眠有哪些方法？,治疗方法,5
反胃可以吃什么？,预防,2
"宝宝48天了，肚子上有血管瘤怎么办?,说治长在皮下的血管瘤，内蒙古婴儿皮下血管瘤的较好治疗时间？",治疗时间,11
我觉得恶心.难受.浑身难受,其他,12
宝宝42天便秘怎么办,病因,1
我奶奶平时都是很早就睡觉的，现在是睡不着了，吃什么药物好呢？,治疗方法,5
您好结、直肠黑变病病症是啥,临床表现(病症表现),3
宝宝9个月拉肚子，一天拉了十多次。有一点咳嗽和流鼻涕,临床表现(病症表现),3
千万，手淫时精子泛黄小便赤痛,其他,12
检验B超是前列腺肥大,其他,12
面神经炎要做哪些检查,化验/体检方案,10
我有点受凉感冒啦，主要症状头疼，而且我有高血压能服用吗,其他,12
你好；你那有尼美舒利片吗,其他,12
胆源性急性胰腺炎需要做什么检查,化验/体检方案,10
请问出现黄疸的原因，以及治疗的方法,治疗方法,5
整体很悲伤，消极、把事情想的很悲观，莫名其妙的哭、狂躁，容易怀疑自己，觉得活着痛苦,定义,0
请问阴唇上面有瘙痒抓破的地方有白泡如何治疗？,治疗方法,5
先天性肌病是什么病,定义,0
愈美片心脏病人可以吃吗,禁忌,9
做完痔疮手术3年了，发现肛门疙瘩硬块。是不是痔疮再发啊。需要再做一次吗,治疗方法,5
颞叶癫痫的病因是什么,病因,1
月经量比较少，是怎么回事，内分泌失调导致的问题吗？,病因,1
奥氮平片可缓解精神分裂症及相关疾病的继发性情感症状，请问奥氮平片哪里有卖呢？,其他,12
我是原发性高血压，每天头痛或晖，低压90高压150左右。一直没用药，近期很严重，不知吃什么药能控制住,其他,12
颅内血肿可以怎么诊断,临床表现(病症表现),3
想了解一下：得了小儿支气管扩张怎么办？该如何治疗？,化验/体检方案,10
难入睡…经常失眠…很难受…,其他,12
最近经常拉肚子,治疗方法,5
冒昧问一下失认症会传给孩子吗,传染性,7
你好，麻烦问一下弓形体脑病化验什么啊,化验/体检方案,10
有时浑身无力，咳嗽，低烧贫血气虚该怎么调养,预防,2
之前一段时间尿频尿急尿不尽。不知道像这样情况该怎么办？,治疗方法,5
怀孕有甲状腺对宝宝好吗？,其他,12
请问生产后月经不调怎么治疗？,治疗方法,5
腹泻的治疗方法,治疗方法,5
是想要买该药来降血脂的，听别人说该药的效果还是很不错的，就想要买该药来服用了。,其他,12
七个月的宝宝，拉肚子六了，有是水样的，有时是鼻涕状的黏黏的，给化验了大便,临床表现(病症表现),3
邻居李爷爷一直以来都有冠心病，可是最近在医院又查出了心房颤动，请问冠心病中出现了心房颤动应该怎么办？,治疗方法,5
直肠炎饮食方面有什么需要注意的吗？用不用治疗？要紧吗？,其他,12
颈动脉硬化的治疗方法有哪些,治疗方法,5
肛门痒是什么原因,病因,1
什么叫智能障碍?,定义,0
尿道痛吃什么药,治疗方法,5
吃六味地黄丸同时也吃了感冒药要不要紧,其他,12
胸口会痛，但是呼吸正常,其他,12
拍了CT说肺上没事，很干净，说是肝钙化，但是我这咳嗽就是不好，，特别躺下,临床表现(病症表现),3
慢阻肺是怎么导致的，怎么治疗,其他,12
"小孩子老是拉肚子,怎么办",治疗方法,5
怎样才能预防子宫脱垂,预防,2
刚出生的孩子惊厥是因为高烧造成的吗？还有哪些表现能看出来预防呢？,病因,1
孩子胸壁凹陷是什么病？,病因,1
想问题想不起，整个人变哈了一样没精神,其他,12
冒昧问一下巨幼细胞性贫血治好要多少天,治疗时间,11
怀孕时期得了抑郁症可以使用盐酸文拉法辛缓释片治疗吗,治疗方法,5
脊髓蛛网膜炎如何治疗？,治疗方法,5
一岁半的宝宝不爱吃饭怎么办好呢？每次给宝宝喂饭都是我最头痛的事情了。,其他,12
3.15曝光鱼肝油金奇仕有问题，请问宝宝之前吃的，会有什么问题？,其他,12
好几天不停地打嗝，发热又不流汗，很痛苦,其他,12
怎样预防乳腺癌什么是乳腺癌的三级预防,其他,12
脚趾甲变厚变形并中间有白色物质是啥病怎治疗,临床表现(病症表现),3
心肌梗塞恢复期，吃什么药好。请问这是怎么回事？解决办法是什么？,其他,12
我弟弟刚检查出来白癜风，是早期的，长在手臂上面，这个平时有什么要注意的吗，白癜风会给他造成什么影响？,其他,12
前几天我是尿路感染，然后几天大便不出来。这两天便出来了，又感觉老是想大便，有时候尿尿都感觉有大便想要出来，是怎么回事？,临床表现(病症表现),3
生殖器疱疹复发频繁，请问中药能彻底根治吗？2013年感染，一直未治愈，每次发病擦点药膏，没用过其他药，,治疗方法,5
小孩多动症吃什么药？侄子2岁了，最近才发现有点多动，请问要吃什么药啊？,治疗方法,5
心绞痛有必要做造影吗,治疗方法,5
你好，请问一下，我经常尿频是怎么回事啊？效果比较好一点的？》,其他,12
女，49岁，感觉肚子有凉气,其他,12
得了慢性支气管炎有好几年了，每次都是发病后吃点药就好了，但是却总是会复发。请问怎么治疗慢性支气管炎比较好？,化验/体检方案,10
胸腺瘤有什么分类?,其他,12
左下腹微有胀痛，以前检查是输尿管结石,临床表现(病症表现),3
怎么才能治好轻度外痔？,治疗方法,5
心包破损伤是怎么回事？,临床表现(病症表现),3
便秘怎么办？急急急……,治疗方法,5
宝宝肚子咕噜咕噜的响怎么回事,病因,1
请问丹神那如三味丸效果怎么样呢？多长时间能起作用呢？,其他,12
如果得了拉休尤-格拉哈姆-利特尔综合征治愈概率几成,治愈率,8
心脏有早搏，怎么今晚睡觉做梦惊醒三次，而且走路时间长的时候总是会很无力的。,临床表现(病症表现),3
胸痛差不多有2周了！开始我觉得是在发育，可是后来，发现胸是硬的那种，想想问问这是这么一回事？,病因,1
白天没什么精神，换了个房间还是这样，有没有什么方法可以帮助到这个症状的,治疗方法,5
三叉神经营养性损害的症状表现是什么,临床表现(病症表现),3
高血压及糖尿病能不能服用肾宝片？可以用什么药来治疗，大概用多久？要注意些什么？,其他,12
你好，麻烦问一下噎膈治好希望大么？,治愈率,8
您好，刚收到在健客网买的虫草清肺胶囊，不知对治疗气管炎效果如何？初患气管炎轻度肺气肿，请问用此药合适吗？,其他,12
成都比较好的肛肠医院治疗便秘费用吃什么东西治便秘,治疗方法,5
右胸下部起了一个小包，疼痛，考虑去吃什么样的一些合适些,治疗方法,5
冒昧问一下牙结石病症是啥,临床表现(病症表现),3
脑梗塞病人最近吃药总是吐是怎么回事,病因,1
问一下人类免疫缺陷病毒所致葡萄膜炎检查什么,化验/体检方案,10
打扰问一下心脏转移性恶性黑色素瘤有什么共现,相关病症,4
宝宝肚子是不是胀气？,治疗方法,5
你好这个月我月经停后下身的骨盘疼痛还有点来血，我的月经一直不稳定，还血压低！,其他,12
"发现有两块白斑,不知道是不是白癜风,白癜风有什么表现",定义,0
我妈最近说经常感觉到胃痛，带她看病发现是慢性浅表性胃炎，能吃甘海胃康胶囊吗,治疗方法,5
四岁小孩一动就满头大汗，四岁女童，无论什么天气，一动就是满头大汗！易感冒！咳嗽，喘！,临床表现(病症表现),3
我想请问一下是赛乐特好还是盐酸氟西汀效果好啊,其他,12
获得性免疫缺陷综合征的消化系统损害挂啥科,所属科室,6
尿道疼憋不住尿,临床表现(病症表现),3
一个半月大的宝宝拉稀肛门周围全红了，该怎么办,治疗方法,5
喉咙感觉有东西堵着，胃难受，胀气，有时疼，泛酸！吃完饭后喉咙堵的感觉非常严重！,其他,12
宝宝坏肚子拉黑屎是怎回事,临床表现(病症表现),3
为什么每晚睡觉都失眠啊，我现在怀孕37周了失眠严重有什么好的办法可以缓解这种情况吗？,治疗方法,5
请问阴部有一黄豆粒大的包是怎么回事？,临床表现(病症表现),3
白癜风表面白白的，脖子上也起了，露外面真的特别难看,临床表现(病症表现),3
请问医生治疗肩周炎最好用什么药,治疗方法,5
心肌梗死后心包炎是什么病,定义,0
本人18岁，现在有女朋友，但是自己的阴茎短小，怎么办,治疗方法,5
为什么甲胎蛋白很高却没查出肝癌,临床表现(病症表现),3
颅脑火器性损伤怎么办,治疗方法,5
宝宝大便次数太多是怎么回事?,病因,1
主动脉狭窄为什么心绞痛,相关病症,4
怀孕七个月晚上老失眠该怎办啊呢？而且有时醒过来尿尿，回去就又很难睡着啦。,治疗方法,5
老年人痔疮吃什么好？,预防,2
四川癫痫病治疗医院排名？我有一个同学今年26岁患有癫痫病，也去好多医院看过，一直未好，想咨询一下癫痫病可以彻底根治吗？,其他,12
心悸症是心脏病吗？,定义,0
慢性支气管炎的症状有什么,临床表现(病症表现),3
什么手段可以防止偏沮,预防,2
我的小孩最近经常出长气气短，可以用黄芪颗粒吗？,治疗方法,5
痔疮微创手术发炎会怎样,其他,12
右腿下半肢水肿这个症状有好几天了，好怕越来越严重。,临床表现(病症表现),3
一个多月前检查出结核性胸膜炎，无痰，治疗一个星期出院，服药一个月后复查，吸收，恢复都很好，但只隔离了前十天左右,其他,12
我上周在市医院检查发现阴唇系带有尖锐湿疣，问下怎么做才能治疗不复发呢?平时应该多吃点什么好？,禁忌,9
喝酒后马上想上厕所，怎么回事？,临床表现(病症表现),3
如果得了小儿46-XY单纯性腺发育不全综合征有什么伴随发生,相关病症,4
痔疮早期是什么感觉？,相关病症,4
早晨喝水可以清醒大脑吗？,其他,12
老人有脑梗，犯过脑出血，糖尿病，身上现在尿骚味很重，想请问怎么回事？,病因,1
宝宝咳嗽怎么办？,治疗方法,5
便秘，吃药效果不好，长了痔疮，怎么治疗？需要注意什么？,其他,12
我每天晚上睡前心悸，早上四点左右心悸，到医院做心电图查不出，大夫检查不出病因，吃点啥药好。,治疗方法,5
您好呼吸道合胞病毒肺炎如何体检,化验/体检方案,10
老婆患有痔疮，便血。痔疮是怎么引起的？,病因,1
有关婴儿腹泻,临床表现(病症表现),3
不间断胸弊有时疼痛已经有3个多月,临床表现(病症表现),3
尿频在平时是要注意什么啊？我现在好担心啊。,治疗方法,5
我的月经推迟好多天了，以前都是很准时的，想知道月经推迟十五天怎么办？,临床表现(病症表现),3
来月经期间，痛经能泡脚吗？,其他,12
我这段时间经常胸闷痛、心悸、心慌、气短乏力，这药可以治疗吗?效果好吗？,其他,12
混合喂养的宝宝满月后需要吃鱼肝油吗？（女，1个月13天）,其他,12
颅内转移瘤的病因是什么,病因,1
